,LotArea,Fireplaces,OverallQual,GrLivArea,GarageArea,FullBath,GarageCars,TotalSF,TotRmsAbvGrd,YearBuilt
0,19.212182313188084,0.0,2.440268378362637,13.698887979000148,10.506270963009685,1.1943176378757767,1.1943176378757767,14.976590572395713,2.6025944687727294,14.187526814497952
1,19.71220477890197,0.7304631471189666,2.2596737867230705,12.792276226358874,10.06209830903299,1.1943176378757767,1.1943176378757767,14.923099981574879,2.2596737867230705,14.145138012244155
2,20.347240908682487,0.7304631471189666,2.440268378362637,13.83208545463177,10.775536258885502,1.1943176378757767,1.1943176378757767,15.149677653282357,2.2596737867230705,14.184403604277843
3,19.691552676807884,0.7304631471189666,2.440268378362637,13.711364159471431,10.918252927785405,0.7304631471189666,1.5409627556327752,14.857120810745197,2.440268378362637,14.047528636178493
4,21.32515985291932,0.7304631471189666,2.6025944687727294,14.48002949561566,11.627707599932261,1.1943176378757767,1.5409627556327752,15.852311573332502,2.750250297485029,14.182841004523032
5,21.282282796539835,0.0,2.055641538058108,13.015962914755876,10.169007130464756,0.7304631471189666,1.1943176378757767,14.421879332825283,2.055641538058108,14.171884182186483
6,19.907528872852918,0.7304631471189666,2.6025944687727294,13.670207259396387,10.89354133302396,1.1943176378757767,1.1943176378757767,15.889511511710909,2.440268378362637,14.189087426187385
7,20.023861568757013,1.1943176378757767,2.440268378362637,14.320888266014626,10.189934126006927,1.1943176378757767,1.1943176378757767,15.702021223515466,2.440268378362637,14.140397821243571
8,17.98987134386776,1.1943176378757767,2.440268378362637,13.811378405864021,10.105326135535595,1.1943176378757767,1.1943176378757767,15.173779778858885,2.6025944687727294,14.073383820784445
9,18.712543705168287,1.1943176378757767,2.055641538058108,12.335431399519656,8.158132683068054,0.7304631471189666,0.7304631471189666,14.287616792935944,2.055641538058108,14.086243227218915
10,20.329199132676486,0.0,2.055641538058108,12.236142518909933,9.616086912297321,0.7304631471189666,0.7304631471189666,14.305801939760288,2.055641538058108,14.127727309259253
11,20.5840230706303,1.1943176378757767,2.750250297485029,14.657505709325996,11.281862458951347,1.5409627556327752,1.5409627556327752,16.006853293830908,3.011340243262834,14.19064737641105
12,20.929242989762106,0.0,2.055641538058108,11.867768587390184,9.405519221765948,0.7304631471189666,0.7304631471189666,13.896887111612605,1.8203341036428238,14.12296456685685
13,20.12683835285793,0.7304631471189666,2.440268378362637,13.290777357050557,11.640795289083194,1.1943176378757767,1.5409627556327752,15.476392893044725,2.440268378362637,14.192206665778837
14,20.226881370386884,0.7304631471189666,2.2596737867230705,12.77141361211901,9.405519221765948,0.7304631471189666,0.7304631471189666,14.899943641432287,2.055641538058108,14.119785966903773
15,17.98987134386776,0.0,2.440268378362637,11.686189379390555,10.634887347225343,0.7304631471189666,1.1943176378757767,13.655780507688625,2.055641538058108,14.070161898256476
16,20.343998425380768,0.7304631471189666,2.2596737867230705,12.136614936437766,10.169007130464756,0.7304631471189666,1.1943176378757767,14.195323264382047,2.055641538058108,14.135651502935826
17,20.17898998870793,0.0,1.8203341036428238,12.869967192359528,10.35226609224141,1.1943176378757767,1.1943176378757767,12.869967192359528,2.2596737867230705,14.1308990400563
18,21.15593916413874,0.0,2.055641538058108,12.431864645976223,10.634887347225343,0.7304631471189666,1.1943176378757767,14.523054953943134,2.2596737867230705,14.189087426187385
19,18.783792766557852,0.0,2.055641538058108,12.96578155387519,8.978566621047088,0.7304631471189666,0.7304631471189666,14.71755758152631,2.2596737867230705,14.116604610212223
20,21.31189299144891,0.7304631471189666,2.6025944687727294,14.728374093438743,11.682967978443886,1.5409627556327752,1.5409627556327752,16.040719915132282,2.750250297485029,14.19064737641105
21,18.727395699660036,0.7304631471189666,2.440268378362637,12.416413417670666,8.864879392672357,0.7304631471189666,0.7304631471189666,13.760840749928471,2.2596737867230705,14.071773214082123
22,19.770362266043758,0.7304631471189666,2.6025944687727294,13.847538317014754,10.439858799435372,1.1943176378757767,1.1943176378757767,16.077168195223194,2.440268378362637,14.185965540731983
23,16.656243952920164,0.7304631471189666,2.055641538058108,12.290177871756853,10.616842895097365,0.7304631471189666,1.1943176378757767,14.335913389886391,2.2596737867230705,14.145138012244155
24,19.117502396939127,0.7304631471189666,2.055641538058108,12.290177871756853,8.780688591938043,0.7304631471189666,0.7304631471189666,14.365782174526247,2.2596737867230705,14.132483878148479
25,21.31631923987327,0.7304631471189666,2.6025944687727294,13.496903957925936,11.800080217922273,1.1943176378757767,1.5409627556327752,15.669361594795282,2.440268378362637,14.193765294899782
26,18.598237927298484,0.0,2.055641538058108,11.831021744455525,10.634887347225343,0.7304631471189666,1.1943176378757767,13.856094820831991,2.055641538058108,14.105448077134762
27,20.42865738002689,0.7304631471189666,2.6025944687727294,13.68815953063993,11.410720730871269,1.1943176378757767,1.5409627556327752,15.917433488070882,2.440268378362637,14.193765294899782
28,21.897709715168865,1.1943176378757767,2.055641538058108,13.496903957925936,9.17063676912744,0.7304631471189666,0.7304631471189666,15.581642769682785,2.2596737867230705,14.115012896462307
29,18.11142301081849,0.0,1.8203341036428238,10.371952633774399,8.511219710154148,0.7304631471189666,0.7304631471189666,12.236142518909933,1.8203341036428238,14.066937136514682
30,19.23509144804234,0.0,1.8203341036428238,12.91709217382567,8.604063356421523,0.7304631471189666,0.7304631471189666,14.129313517307915,2.2596737867230705,14.055628032763455
